City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,kargasok,59.0556,80.8572,288.52,89,21,1.49,RU,1722470891
279,sinop,41.7711,34.8709,287.56,91,10,1.43,TR,1722470891
280,polonne,50.1242,27.5109,287.75,66,49,3.39,UA,1722470891
281,vadso,70.0744,29.7487,286.24,82,75,8.75,NO,1722470891
282,babu,24.4167,111.5167,299.05,93,91,1.68,CN,1722470892
283,tataouine,32.9297,10.4518,300.89,40,0,0.38,TN,1722470892
284,ampanihy,-24.7,44.75,287.1,83,0,1.78,MG,1722470892
285,hilo,19.7297,-155.09,301.0,72,0,4.12,US,1722470757
286,tolanaro,-25.0319,46.9987,289.6,78,0,2.36,MG,1722470892
287,cockburn town,21.4612,-71.1419,301.65,85,0,8.7,TC,1722470893
288,strezhevoy,60.7333,77.5889,287.59,91,28,1.73,RU,1722470893
289,birjand,32.8663,59.2211,299.21,23,0,3.37,IR,1722470893
290,bumba,2.1833,22.4667,294.8,89,99,1.39,CD,1722470894
291,arvayheer,46.2639,102.775,286.98,95,100,3.23,MN,1722470894
292,brezina,33.0989,1.2608,303.24,20,0,2.01,DZ,1722470894
293,marang,5.2056,103.2059,298.81,89,100,2.74,MY,1722470895
294,remire-montjoly,4.9167,-52.2667,299.17,94,0,1.03,GF,1722470895
295,chunskiy,56.0815,99.6342,290.32,97,99,2.05,RU,1722470895
296,belmonte,-15.8631,-38.8828,295.4,81,0,2.59,BR,1722470895
297,sur,22.5667,59.5289,303.15,66,98,2.79,OM,1722470896
298,lautoka,-17.6167,177.4667,300.07,61,20,5.14,FJ,1722470896
299,sisimiut,66.9395,-53.6735,281.35,69,28,4.59,GL,1722470896
300,vorgashor,67.5833,63.95,288.6,95,98,1.7,RU,1722470896
301,peniche,39.3558,-9.3811,293.87,88,92,6.79,PT,1722470897
302,kamianske,48.5113,34.6021,289.94,58,0,2.73,UA,1722470897
303,grand falls-windsor,48.9332,-55.6649,294.54,91,31,5.8,CA,1722470897
304,khandyga,62.6667,135.6,282.15,79,100,2.13,RU,1722470898
305,westport,41.1415,-73.3579,301.34,77,0,5.14,US,1722470839
306,asaita,11.5636,41.4394,305.72,47,43,0.98,ET,1722470898
307,toliara,-23.35,43.6667,289.87,74,0,4.53,MG,1722470899
308,butembo,0.15,29.2833,287.58,93,81,0.95,CD,1722470899
309,gadzhiyevo,69.2551,33.3362,282.82,92,100,8.2,RU,1722470899
310,flying fish cove,-10.4217,105.6791,297.97,83,75,4.63,CX,1722470899
311,kalmunai,7.4167,81.8167,300.62,74,100,1.24,LK,1722470900
312,sarangani,5.4033,125.4636,301.44,74,53,1.7,PH,1722470900
313,puerto armuelles,8.2833,-82.8667,300.91,95,100,2.57,PA,1722470900
314,jincheng,35.5022,112.8328,300.53,67,3,1.06,CN,1722470900
315,panaba,21.2833,-88.2667,301.03,79,13,6.95,MX,1722470901
316,wainwright,52.839,-110.8572,302.76,27,54,5.45,CA,1722470901
317,island harbour,50.724,-1.2758,294.25,85,30,0.45,GB,1722470901
318,port hedland,-20.3167,118.5667,294.18,43,95,1.03,AU,1722470901
319,luderitz,-26.6481,15.1594,287.35,47,0,6.22,NA,1722470902
320,aitape,-3.1374,142.3475,302.34,67,96,0.83,PG,1722470902
321,palmas,-10.2128,-48.3603,303.7,20,55,1.98,BR,1722470879
322,northam,51.0333,-4.2167,292.81,89,99,2.44,GB,1722470903
323,vikhorevka,56.1201,101.1636,291.92,98,100,2.56,RU,1722470903
324,port-vila,-17.7338,168.3219,298.3,65,97,5.83,VU,1722470903
325,ta`u,-14.2336,-169.5144,298.83,64,96,9.98,AS,1722470903
326,sanctuary point,-35.1114,150.629,286.9,67,100,6.28,AU,1722470904
327,mount pleasant,32.7941,-79.8626,303.23,85,0,4.63,US,1722470903
328,igarka,67.4667,86.5833,291.13,65,100,4.48,RU,1722470904
329,santa cruz,-17.8,-63.1667,296.85,64,0,5.14,BO,1722470905
330,cill airne,52.05,-9.5167,286.66,95,81,1.35,IE,1722470905
331,el calafate,-50.3408,-72.2768,274.21,99,100,1.64,AR,1722470905
332,linxia chengguanzhen,35.6003,103.2064,292.51,49,21,1.58,CN,1722470906
333,bahir dar,11.5936,37.3908,289.04,96,100,1.89,ET,1722470906
334,kabompo,-13.5927,24.2008,287.11,24,0,2.98,ZM,1722470906
335,chipinge,-20.1883,32.6236,284.04,92,8,2.23,ZW,1722470906
336,nova sintra,14.8667,-24.7167,298.39,79,64,6.71,CV,1722470906
337,fort mcmurray,56.7268,-111.381,295.36,49,77,8.42,CA,1722470907
338,greenland,43.0362,-70.8328,299.64,82,75,3.09,US,1722470907
339,ugoofaaru,5.6667,73.0,300.92,78,99,4.22,MV,1722470907
340,bel ombre,-4.6167,55.4167,298.67,87,34,7.99,SC,1722470907
341,mena,51.5217,32.2157,286.33,86,57,2.68,UA,1722470908
342,beysehir,37.6773,31.7246,292.69,48,0,1.85,TR,1722470908
343,san patricio,28.017,-97.5169,304.56,59,0,7.75,US,1722470908
344,high rock,26.6208,-78.2833,303.16,72,96,3.62,BS,1722470908
345,port isabel,26.0734,-97.2086,304.27,73,20,7.72,US,1722470909
346,nemuro,43.3236,145.575,289.05,95,100,3.24,JP,1722470909
347,havre,49.5833,0.3333,294.02,88,0,1.54,FR,1722470909
348,ambon,-3.6954,128.1814,299.23,89,40,2.57,ID,1722470910
349,suva,-18.1416,178.4415,298.86,83,75,3.09,FJ,1722470910
350,dongola,19.1667,30.4833,303.96,53,89,6.97,SD,1722470910
351,neftegorsk,52.802,51.166,292.12,54,94,2.53,RU,1722470910
352,malango,-2.9627,119.9001,295.25,90,80,0.78,ID,1722470910
353,argo,37.6333,22.7333,297.47,37,0,1.8,GR,1722470911
354,wichita falls,33.9137,-98.4934,311.23,37,0,8.75,US,1722470724
355,tralee,52.2704,-9.7026,286.83,97,89,1.51,IE,1722470911
356,bhalki,18.0333,77.2167,296.33,91,100,6.5,IN,1722470912
357,prainha,-1.8,-53.48,301.06,54,18,1.19,BR,1722470912
358,mount isa,-20.7333,139.5,292.02,34,0,4.12,AU,1722470912
359,bezhetsk,57.7851,36.6965,286.53,98,96,3.89,RU,1722470912
360,raigarh,21.9,83.4,298.29,92,100,2.22,IN,1722470913
361,sinan,34.8262,126.1086,298.67,90,59,4.89,KR,1722470913
362,portland,45.5234,-122.6762,304.81,45,20,3.6,US,1722470824
363,rock springs,41.5875,-109.2029,303.73,22,0,5.66,US,1722470914
364,vanimo,-2.6741,141.3028,300.16,89,99,1.84,PG,1722470914
365,noumea,-22.2763,166.4572,294.26,99,100,3.08,NC,1722470707
366,chegdomyn,51.1167,133.0167,298.11,56,96,1.72,RU,1722470914
367,mahibadhoo,3.7833,72.9667,301.58,75,100,3.32,MV,1722470915
368,as sulayyil,20.4607,45.5779,307.29,14,99,7.45,SA,1722470915
369,tommot,58.9564,126.2925,285.21,70,100,2.44,RU,1722470915
370,coquimbo,-29.9533,-71.3436,286.0,86,75,2.06,CL,1722470915
371,hovd,48.0056,91.6419,291.51,48,2,1.45,MN,1722470916
372,whangarei,-35.7317,174.3239,287.51,78,94,0.7,NZ,1722470806
373,ezhva,61.8128,50.7283,287.03,100,20,3.0,RU,1722470916
374,oranjemund,-28.55,16.4333,284.09,77,0,3.85,NA,1722470916
375,anloga,5.7947,0.8973,297.46,89,78,7.32,GH,1722470917
376,beinamar,8.6698,15.3813,295.16,97,100,1.43,TD,1722470917
377,canutama,-6.5339,-64.3831,301.4,38,9,0.79,BR,1722470917
378,kapa'a,22.0752,-159.319,302.33,69,0,5.66,US,1722470917
379,kavaratti,10.5669,72.642,299.79,88,100,6.16,IN,1722470918
380,alibag,18.6411,72.8792,301.19,89,100,7.38,IN,1722470918
381,touros,-5.1989,-35.4608,297.19,84,11,7.06,BR,1722470918
382,velizh,55.6056,31.1967,285.98,99,100,2.55,RU,1722470918
383,cristalina,-16.7686,-47.6136,291.79,51,55,2.45,BR,1722470919
384,emsburen,52.4,7.3,291.38,76,47,3.88,DE,1722470919
385,aldan,58.6031,125.3894,282.43,65,97,1.7,RU,1722470919
386,antofagasta,-23.65,-70.4,287.75,80,17,1.03,CL,1722470919
387,adrar,20.5022,-10.0711,310.53,20,66,4.15,MR,1722470919
388,magdagachi,53.45,125.8,291.47,42,0,4.9,RU,1722470622
389,alotau,-10.3069,150.4462,297.85,94,98,2.28,PG,1722470920
390,dawei,14.0833,98.2,298.5,91,100,1.76,MM,1722470920
391,arauquita,7.0292,-71.4281,295.85,94,67,0.41,CO,1722470921
392,arawa,-6.2132,155.5367,303.42,65,94,1.27,PG,1722470921
393,susuman,62.7833,148.1667,275.57,94,100,2.22,RU,1722470921
394,terrace heights,46.6062,-120.4398,306.87,28,0,3.09,US,1722470921
395,egilsstadir,65.2653,-14.3948,283.11,85,100,3.28,IS,1722470922
396,edson,53.5835,-116.4356,292.95,54,69,3.97,CA,1722470922
397,gilgit,35.9221,74.3087,299.64,55,7,0.51,PK,1722470922
398,hadibu,12.65,54.0333,298.45,83,40,10.89,YE,1722470922
399,cherdyn',60.403,56.4787,287.24,94,90,1.25,RU,1722470923
400,port augusta,-32.5,137.7667,284.99,27,97,1.47,AU,1722470923
401,cabedelo,-6.9811,-34.8339,296.52,83,26,8.02,BR,1722470923
402,lysogorskaya,44.1064,43.2756,292.9,55,73,3.4,RU,1722470923
403,auki,-8.7676,160.7034,302.12,65,41,2.04,SB,1722470924
404,kamwenge,0.1866,30.4539,291.68,85,100,0.54,UG,1722470924
405,san sebastian de mariquita,5.1989,-74.893,300.29,48,78,3.69,CO,1722470924
406,ulladulla,-35.35,150.4667,283.58,61,100,6.04,AU,1722470924
407,codrington,-38.2667,141.9667,282.24,64,95,3.46,AU,1722470925
408,novyy urengoy,66.0833,76.6333,291.14,78,26,2.22,RU,1722470703
409,glace bay,46.1969,-59.957,296.98,82,88,1.79,CA,1722470925
410,namibe,-15.1961,12.1522,289.0,84,23,0.74,AO,1722470925
411,licheng,23.2955,113.8284,300.96,85,23,2.88,CN,1722470926
412,chibougamau,49.9168,-74.3659,293.53,80,98,0.52,CA,1722470926
413,yaren,-0.5472,166.916,302.32,71,2,5.01,NR,1722470926
414,champerico,14.3,-91.9167,302.85,72,98,1.86,GT,1722470927
415,selebi-phikwe,-21.979,27.8498,286.89,86,1,6.34,BW,1722470927
416,hebi,35.8992,114.1925,302.99,64,81,1.21,CN,1722470927
417,baihe,22.15,107.2333,299.36,91,100,1.3,CN,1722470927
418,claveria,18.6074,121.0832,302.35,72,49,2.35,PH,1722470928
419,caxito,-8.5785,13.6643,290.46,95,2,0.64,AO,1722470928
420,thunder bay,48.4001,-89.3168,300.2,62,88,2.35,CA,1722470928
421,san antonio de pale,-1.4014,5.6325,295.68,76,100,3.79,GQ,1722470928
422,kitimat,54.0524,-128.6534,291.43,62,100,1.79,CA,1722470850
423,ciutadella,40.0011,3.8414,299.6,83,0,4.43,ES,1722470929
424,pasuquin,18.3328,120.6177,301.12,80,64,3.31,PH,1722470929
425,nong chik,6.8436,101.178,298.26,90,100,4.4,TH,1722470929
426,tromso,69.6496,18.957,288.16,72,0,4.12,NO,1722470929
427,road town,18.4167,-64.6167,300.2,77,100,8.33,VG,1722470930
428,swakopmund,-22.6833,14.5333,284.25,87,0,1.34,NA,1722470930
429,taulaga,-11.0553,-171.0883,300.05,63,91,9.05,AS,1722470930
430,pizarro,4.9533,-77.366,299.32,86,43,2.5,CO,1722470930
431,monte santo,-10.4378,-39.3328,292.93,69,26,4.45,BR,1722470931
432,gereida,11.2811,25.1414,296.4,88,60,3.25,SD,1722470931
433,kuala terengganu,5.3302,103.1408,298.82,90,96,2.55,MY,1722470932
434,lebork,54.5392,17.7501,289.53,97,1,2.39,PL,1722470932
435,shanhecun,44.7,127.2,296.99,95,98,6.44,CN,1722470932
436,vinton,37.281,-79.897,302.68,71,27,2.22,US,1722470933
437,figuig (centre),32.1089,-1.2286,303.34,21,0,0.81,MA,1722470933
438,kirkwall,58.9848,-2.9587,282.18,93,54,0.0,GB,1722470933
439,hoshcha,50.6003,26.6744,288.76,60,81,3.3,UA,1722470933
440,weno,7.4515,151.8468,301.89,71,9,1.99,FM,1722470934
441,fort william,56.8165,-5.1121,286.1,89,100,0.74,GB,1722470934
442,guymon,36.6828,-101.4816,309.23,21,58,8.4,US,1722470934
443,liaoyuan,42.9036,125.1358,298.5,90,95,5.53,CN,1722470934
444,ketchikan,55.3422,-131.6461,291.12,72,100,2.06,US,1722470935
445,chelak,39.9203,66.8611,297.57,27,0,2.16,UZ,1722470935
446,arno,60.1167,18.6333,289.7,80,49,6.7,SE,1722470935
447,amga,60.8953,131.9608,288.52,49,77,2.9,RU,1722470935
448,castillos,-34.1667,-53.8333,287.41,85,100,2.65,UY,1722470936
449,la ronge,55.1001,-105.2842,299.2,34,65,4.42,CA,1722470936
450,xianning,29.8833,114.2167,301.94,80,100,1.88,CN,1722470937
451,akureyri,65.6835,-18.0878,286.59,72,100,1.41,IS,1722470937
452,sirte,31.2089,16.5887,300.47,70,0,3.0,LY,1722470937
453,lawas,13.764,121.0566,300.75,82,99,2.88,PH,1722470938
454,san felipe,10.3399,-68.7425,296.28,76,27,2.52,VE,1722470938
455,aurillac,44.9167,2.45,294.64,90,75,1.54,FR,1722470938
456,dzhalagash,45.0833,64.6667,299.46,21,0,3.74,KZ,1722470938
457,marumori,37.9167,140.7667,302.98,68,89,1.19,JP,1722470939
458,mujiayingzi,42.1167,118.7833,296.06,73,58,1.79,CN,1722470939
459,ad-damazin,11.7891,34.3592,295.7,85,100,3.25,SD,1722470939
460,casper,42.8666,-106.3131,303.55,15,0,4.02,US,1722470939
461,pangody,65.85,74.4859,291.09,73,46,2.13,RU,1722470940
462,el matama,16.7095,33.3565,303.11,53,100,8.56,SD,1722470940
463,port saint john's,-31.6229,29.5448,285.87,69,0,2.7,ZA,1722470940
464,genhe,50.7833,121.5167,291.99,51,30,4.16,CN,1722470941
465,alice springs,-23.7,133.8833,281.9,37,0,0.0,AU,1722470941
466,bac kan,22.1333,105.8333,297.54,100,100,0.81,VN,1722470941
467,mili,6.0815,171.735,301.64,76,62,4.22,MH,1722470941
468,rio verde de mato grosso,-18.9181,-54.8442,299.82,26,2,2.34,BR,1722470942
469,pirapemas,-3.7267,-44.2233,298.69,78,4,2.22,BR,1722470942
470,sinabang,2.4803,96.3801,299.68,84,100,0.97,ID,1722470942
471,leteri,24.05,77.4,298.73,84,100,5.78,IN,1722470942
472,bodo,67.28,14.405,287.47,97,75,8.75,NO,1722470943
473,skovorodino,53.9833,123.9167,289.64,36,0,5.42,RU,1722470943
474,mirnyy,62.5353,113.9611,286.27,54,21,1.97,RU,1722470943
475,cole harbour,44.6724,-63.4751,294.78,91,86,0.89,CA,1722470944
476,east london,-33.0153,27.9116,285.06,54,0,4.11,ZA,1722470944
477,rio gallegos,-51.6226,-69.2181,277.55,95,100,8.05,AR,1722470944
478,castro,-24.7911,-50.0119,284.12,96,21,2.41,BR,1722470944
479,soio,-6.1349,12.3689,293.17,89,0,3.41,AO,1722470945
480,aral,40.5156,81.2636,300.37,39,66,0.71,CN,1722470945
481,carbondale,37.7273,-89.2168,306.31,65,0,5.14,US,1722470945
482,skelleftea,64.7507,20.9528,288.15,100,100,3.6,SE,1722470945
483,salah bey,35.8545,5.2905,300.9,23,0,0.87,DZ,1722470946
484,hammerfest,70.6634,23.6821,285.4,87,0,3.6,NO,1722470946
485,nieuw amsterdam,5.8833,-55.0833,299.63,82,0,5.31,SR,1722470946
486,zhongshu,24.5167,103.7667,291.14,92,41,0.62,CN,1722470946
487,mangrol,21.1167,70.1167,300.41,88,100,9.21,IN,1722470947
488,neiafu,-18.65,-173.9833,296.99,66,100,7.3,TO,1722470947
489,colonia menno,-22.3667,-59.8167,298.15,41,0,5.56,PY,1722470947
490,forbes,-33.3833,148.0167,282.78,54,0,3.62,AU,1722470947
491,umba,66.6871,34.3429,283.21,91,83,5.28,RU,1722470948
492,vilyuysk,63.7553,121.6247,286.37,48,91,2.65,RU,1722470948
493,zapala,-38.8992,-70.0544,282.95,43,100,12.58,AR,1722470948
494,eureka,40.8021,-124.1637,293.82,73,92,0.45,US,1722470948
495,burutu,5.3509,5.5076,298.06,87,93,3.86,NG,1722470949
496,kalymnos,36.95,26.9833,300.89,69,0,3.6,GR,1722470949
497,namie,37.4833,141.0,303.55,83,99,3.3,JP,1722470949
498,kerema,-7.9631,145.7785,299.9,81,79,0.94,PG,1722470949
499,visby,57.6409,18.296,291.27,77,4,5.14,SE,1722470950
500,concepcion del oro,24.6333,-101.4167,296.38,24,13,6.0,MX,1722470950
501,bodaybo,57.8506,114.1933,289.05,57,20,1.64,RU,1722470950
502,hillsboro,45.5229,-122.9898,304.5,47,0,1.79,US,1722470779
503,bataipora,-22.2953,-53.2711,295.15,45,0,2.23,BR,1722470951
504,seesen,51.9,10.1833,291.9,85,88,0.97,DE,1722470951
505,yakeshi,49.2833,120.7333,293.92,65,97,5.2,CN,1722470951
506,al qusayr,34.5091,36.5798,297.31,57,0,0.82,SY,1722470952
507,mentekab,3.4854,102.3484,297.56,99,99,0.37,MY,1722470952
508,bakanas,44.8081,76.2772,299.06,24,0,7.19,KZ,1722470952
509,murzuq,25.9155,13.9184,301.65,29,6,4.58,LY,1722470952
510,kushiro,42.975,144.3747,291.68,100,75,2.57,JP,1722470953
511,pemba,-12.974,40.5178,295.31,82,18,5.48,MZ,1722470953
512,ambovombe,-25.1667,46.0833,289.06,78,1,1.84,MG,1722470953
513,bardai,11.65,7.2333,294.98,92,100,3.72,NG,1722470954
514,sungai raya,0.7,108.9,299.36,89,49,1.13,ID,1722470954
515,priozersk,61.0393,30.1291,288.71,91,97,1.82,RU,1722470954
516,isangel,-19.55,169.2667,296.98,74,100,3.96,VU,1722470954
517,luanco,43.6152,-5.7934,293.72,95,36,0.89,ES,1722470955
518,boca suno,-0.7167,-77.1333,298.12,77,89,0.76,EC,1722470955
519,luwuk,-0.9516,122.7875,298.14,76,16,2.85,ID,1722470955
520,cestos city,5.46,-9.5828,297.68,85,100,5.78,LR,1722470955
521,gyeongju,35.8428,129.2117,303.66,75,0,1.57,KR,1722470956
522,pacocha,-17.5833,-71.3333,287.46,93,17,0.72,PE,1722470956
523,arraial do cabo,-22.9661,-42.0278,294.87,71,10,7.72,BR,1722470956
524,cartagena del chaira,1.3349,-74.8429,294.28,93,58,1.1,CO,1722470957
525,alapli,41.1694,31.3792,291.99,87,0,2.69,TR,1722470957
526,praia da vitoria,38.7333,-27.0667,295.79,83,22,3.72,PT,1722470957
527,dolneni,41.4253,21.4547,288.19,29,0,1.15,MK,1722470957
528,bludenz,47.1497,9.8167,293.11,87,92,2.45,AT,1722470957
529,katabu,-4.9333,122.5167,300.13,74,27,3.2,ID,1722470958
530,praya,14.9215,-23.5087,297.85,82,99,4.95,CV,1722470958
531,retreat,38.8245,-85.8533,298.37,61,83,3.88,US,1722470958
532,manismata,-2.4667,111.0333,298.62,87,34,1.56,ID,1722470959
533,otjimbingwe,-22.35,16.1333,283.27,35,0,1.24,NA,1722470959
534,parintins,-2.6283,-56.7358,301.02,46,26,1.84,BR,1722470959
535,bhatkal,13.9667,74.5667,298.78,88,100,2.74,IN,1722470959
536,nha trang,12.25,109.1833,301.15,76,69,1.92,VN,1722470435
537,baoying,33.2292,119.3092,303.65,74,67,4.63,CN,1722470960
538,south valley,35.0101,-106.6781,311.9,15,75,2.57,US,1722470960
539,osogbo,7.7667,4.5667,294.24,99,93,2.25,NG,1722470960
540,sola,-13.8833,167.55,299.19,73,58,8.14,VU,1722470960
541,quellon,-43.1167,-73.6167,282.44,91,100,10.59,CL,1722470961
542,darwin,-12.4611,130.8418,299.14,50,0,5.14,AU,1722470238
543,warstein,51.45,8.3667,290.11,92,81,1.24,DE,1722470961
544,cooper's town,26.8667,-77.5167,302.25,75,95,5.66,BS,1722470961
545,nuuk,64.1835,-51.7216,282.49,66,20,6.71,GL,1722470666
546,mwanza,-2.5167,32.9,294.99,59,70,1.27,TZ,1722470962
547,payyannur,12.1,75.2,297.19,93,100,1.56,IN,1722470962
548,suomussalmi,64.8869,28.9078,284.72,98,100,2.06,FI,1722470962
549,callao,-12.0667,-77.15,292.44,82,75,5.66,PE,1722470963
550,val-d'or,48.1002,-77.7828,294.59,89,31,1.41,CA,1722470963
551,queenstown,-31.8976,26.8753,274.61,49,0,0.31,ZA,1722470963
552,myskhako,44.6714,37.7433,290.03,73,1,1.78,RU,1722470963
553,tazacorte,28.629,-17.9293,295.69,88,0,7.2,ES,1722470964
554,angaur state,6.906,134.13,302.07,74,96,4.91,PW,1722470964
555,passi,11.15,122.65,301.83,84,98,0.7,PH,1722470964
556,morondava,-20.2833,44.2833,292.62,46,33,4.07,MG,1722470965
557,pacasmayo,-7.4006,-79.5714,290.82,84,5,4.14,PE,1722470965
558,jurbarkas,55.0778,22.7664,286.3,97,37,3.23,LT,1722470965
